State  Code	District Code	Sub District Code	India/ State/ Union Territory/ District/ Sub-district	Name	"Total/Rural/Urban"	Number of villages Inhabited	Uninhabited	Number of towns	Number of households	Population Persons	Males	Females	"Area(In sq. km)"	Population per sq. km.
01	016	00063	SUB-DISTRICT	Thathri	Urban	0	0	0	0	0	0	0	0.00	0
01	016	00064	SUB-DISTRICT	Gandoh	Total	66	1	0	13,216	71,889	36,754	35,135	105.08	684
01	016	00064	SUB-DISTRICT	Gandoh	Rural	66	1	0	13,216	71,889	36,754	35,135	105.08	684
01	016	00064	SUB-DISTRICT	Gandoh	Urban	0	0	0	0	0	0	0	0.00	0
01	016	00065	SUB-DISTRICT	Bhaderwah	Total	118	1	1	13,994	75,376	39,051	36,325	112.17	672
01	016	00065	SUB-DISTRICT	Bhaderwah	Rural	118	1	0	11,872	64,292	33,346	30,946	106.67	603
01	016	00065	SUB-DISTRICT	Bhaderwah	Urban	0	0	1	2,122	11,084	5,705	5,379	5.50	2,015
01	017	00000	DISTRICT	Ramban	Total	127	2	3	55,490	2,83,713	1,49,132	1,34,581	1329.00	213
01	017	00000	DISTRICT	Ramban	Rural	127	2	0	53,328	2,71,902	1,42,317	1,29,585	1313.92	207
01	017	00000	DISTRICT	Ramban	Urban	0	0	3	2,162	11,811	6,815	4,996	15.08	783
01	017	00066	SUB-DISTRICT	Banihal	Total	33	1	1	25,018	1,25,045	64,992	60,053	563.08	222
01	017	00066	SUB-DISTRICT	Banihal	Rural	33	1	0	24,373	1,21,145	62,539	58,606	559.01	217
01	017	00066	SUB-DISTRICT	Banihal	Urban	0	0	1	645	3,900	2,453	1,447	4.07	958
01	017	00067	SUB-DISTRICT	Ramban	Total	94	1	2	30,472	1,58,668	84,140	74,528	765.96	207
01	017	00067	SUB-DISTRICT	Ramban	Rural	94	1	0	28,955	1,50,757	79,778	70,979	754.95	200
01	017	00067	SUB-DISTRICT	Ramban	Urban	0	0	2	1,517	7,911	4,362	3,549	11.01	719
01	018	00000	DISTRICT	Kishtwar	Total	155	2	1	45,209	2,30,696	1,20,165	1,10,531	1644.00	140
01	018	00000	DISTRICT	Kishtwar	Rural	155	2	0	42,499	2,15,831	1,11,986	1,03,845	1643.37	131
01	018	00000	DISTRICT	Kishtwar	Urban	0	0	1	2,710	14,865	8,179	6,686	0.63	23,595
01	018	00068	SUB-DISTRICT	Kishtwar	Total	82	2	1	24,115	1,29,489	67,709	61,780	780.30	166
01	018	00068	SUB-DISTRICT	Kishtwar	Rural	82	2	0	21,405	1,14,624	59,530	55,094	779.67	147
01	018	00068	SUB-DISTRICT	Kishtwar	Urban	0	0	1	2,710	14,865	8,179	6,686	0.63	23,595
01	018	00069	SUB-DISTRICT	Marwah	Total	27	0	0	7,106	35,572	18,364	17,208	307.35	116
01	018	00069	SUB-DISTRICT	Marwah	Rural	27	0	0	7,106	35,572	18,364	17,208	307.35	116
01	018	00069	SUB-DISTRICT	Marwah	Urban	0	0	0	0	0	0	0	0.00	0
01	018	00070	SUB-DISTRICT	Chhatroo	Total	14	0	0	9,729	44,087	22,815	21,272	308.52	143
01	018	00070	SUB-DISTRICT	Chhatroo	Rural	14	0	0	9,729	44,087	22,815	21,272	308.52	143
01	018	00070	SUB-DISTRICT	Chhatroo	Urban	0	0	0	0	0	0	0	0.00	0
01	018	00071	SUB-DISTRICT	Atholi (Paddar)	Total	32	0	0	4,259	21,548	11,277	10,271	248.11	87
01	018	00071	SUB-DISTRICT	Atholi (Paddar)	Rural	32	0	0	4,259	21,548	11,277	10,271	248.11	87
01	018	00071	SUB-DISTRICT	Atholi (Paddar)	Urban	0	0	0	0	0	0	0	0.00	0
01	019	00000	DISTRICT	Udhampur	Total	325	6	6	99,240	5,54,985	2,96,784	2,58,201	2637.00	210
01	019	00000	DISTRICT	Udhampur	Rural	325	6	0	78,887	4,46,777	2,32,974	2,13,803	2593.28	172
01	019	00000	DISTRICT	Udhampur	Urban	0	0	6	20,353	1,08,208	63,810	44,398	43.72	2,475
01	019	00072	SUB-DISTRICT	Udhampur	Total	149	3	3	50,555	2,75,559	1,51,318	1,24,241	808.71	341
01	019	00072	SUB-DISTRICT	Udhampur	Rural	149	3	0	32,338	1,77,828	92,989	84,839	771.39	231
01	019	00072	SUB-DISTRICT	Udhampur	Urban	0	0	3	18,217	97,731	58,329	39,402	37.32	2,619
01	019	00073	SUB-DISTRICT	Chenani	Total	46	1	2	11,125	64,753	33,624	31,129	312.12	207
01	019	00073	SUB-DISTRICT	Chenani	Rural	46	1	0	10,319	60,568	31,380	29,188	310.33	195
01	019	00073	SUB-DISTRICT	Chenani	Urban	0	0	2	806	4,185	2,244	1,941	1.79	2,338
01	019	00074	SUB-DISTRICT	Ramnagar	Total	88	2	1	28,317	1,67,010	86,755	80,255	1025.65	163
01	019	00074	SUB-DISTRICT	Ramnagar	Rural	88	2	0	26,987	1,60,718	83,518	77,200	1020.94	157
01	019	00074	SUB-DISTRICT	Ramnagar	Urban	0	0	1	1,330	6,292	3,237	3,055	4.71	1,336
01	019	00075	SUB-DISTRICT	Majalta	Total	42	0	0	9,243	47,663	25,087	22,576	235.35	203
01	019	00075	SUB-DISTRICT	Majalta	Rural	42	0	0	9,243	47,663	25,087	22,576	235.35	203
01	019	00075	SUB-DISTRICT	Majalta	Urban	0	0	0	0	0	0	0	0.00	0
01	020	00000	DISTRICT	Reasi	Total	253	2	5	56,689	3,14,667	1,66,461	1,48,206	1719.00	183
01	020	00000	DISTRICT	Reasi	Rural	253	2	0	51,659	2,87,671	1,51,481	1,36,190	1679.99	171
01	020	00000	DISTRICT	Reasi	Urban	0	0	5	5,030	26,996	14,980	12,016	39.01	692
01	020	00076	SUB-DISTRICT	Gool-Gulabgarh	Total	61	0	0	25,782	1,47,843	78,181	69,662	857.26	172
01	020	00076	SUB-DISTRICT	Gool-Gulabgarh	Rural	61	0	0	25,782	1,47,843	78,181	69,662	857.26	172
01	020	00076	SUB-DISTRICT	Gool-Gulabgarh	Urban	0	0	0	0	0	0	0	0.00	0
01	020	00077	SUB-DISTRICT	Reasi	Total	192	2	5	30,907	1,66,824	88,280	78,544	861.53	194
01	020	00077	SUB-DISTRICT	Reasi	Rural	192	2	0	25,877	1,39,828	73,300	66,528	822.52	170
01	020	00077	SUB-DISTRICT	Reasi	Urban	0	0	5	5,030	26,996	14,980	12,016	39.01	692
01	021	00000	DISTRICT	Jammu	Total	780	72	20	3,14,199	15,29,958	8,13,821	7,16,137	2342.00	653
01	021	00000	DISTRICT	Jammu	Rural	780	72	0	1,59,291	7,64,945	4,01,603	3,63,342	2089.87	366
01	021	00000	DISTRICT	Jammu	Urban	0	0	20	1,54,908	7,65,013	4,12,218	3,52,795	252.13	3,034
01	021	00078	SUB-DISTRICT	Akhnoor	Total	207	19	3	54,133	2,50,446	1,33,592	1,16,854	969.50	258
01	021	00078	SUB-DISTRICT	Akhnoor	Rural	207	19	0	48,256	2,18,825	1,14,114	1,04,711	960.77	228
01	021	00078	SUB-DISTRICT	Akhnoor	Urban	0	0	3	5,877	31,621	19,478	12,143	8.73	3,622
01	021	00079	SUB-DISTRICT	Jammu	Total	309	11	11	1,95,906	9,70,335	5,17,447	4,52,888	1069.72	907
01	021	00079	SUB-DISTRICT	Jammu	Rural	309	11	0	56,576	2,84,890	1,50,516	1,34,374	848.45	336
01	021	00079	SUB-DISTRICT	Jammu	Urban	0	0	11	1,39,330	6,85,445	3,66,931	3,18,514	221.27	3,098
01	021	00080	SUB-DISTRICT	Ranbir Singh Pora	Total	163	27	4	41,528	1,97,739	1,04,475	93,264	245.26	806
01	021	00080	SUB-DISTRICT	Ranbir Singh Pora	Rural	163	27	0	35,767	1,69,459	89,097	80,362	238.48	711
01	021	00080	SUB-DISTRICT	Ranbir Singh Pora	Urban	0	0	4	5,761	28,280	15,378	12,902	6.78	4,171
01	021	00081	SUB-DISTRICT	Bishnah	Total	101	15	2	22,632	1,11,438	58,307	53,131	158.18	705
01	021	00081	SUB-DISTRICT	Bishnah	Rural	101	15	0	18,692	91,771	47,876	43,895	142.83	643
01	021	00081	SUB-DISTRICT	Bishnah	Urban	0	0	2	3,940	19,667	10,431	9,236	15.35	1,281
01	022	00000	DISTRICT	Samba	Total	345	31	6	65,385	3,18,898	1,69,124	1,49,774	904.00	353
01	022	00000	DISTRICT	Samba	Rural	345	31	0	54,718	2,65,283	1,39,365	1,25,918	865.24	307
01	022	00000	DISTRICT	Samba	Urban	0	0	6	10,667	53,615	29,759	23,856	38.76	1,383
01	022	00082	SUB-DISTRICT	Samba	Total	345	31	6	65,385	3,18,898	1,69,124	1,49,774	903.65	353
01	022	00082	SUB-DISTRICT	Samba	Rural	345	31	0	54,718	2,65,283	1,39,365	1,25,918	864.89	307
01	022	00082	SUB-DISTRICT	Samba	Urban	0	0	6	10,667	53,615	29,759	23,856	38.76	1,383
02	000	00000	STATE	HIMACHAL PRADESH	Total	17,882	2,808	59	14,83,280	68,64,602	34,81,873	33,82,729	55673.00	123
02	000	00000	STATE	HIMACHAL PRADESH	Rural	17,882	2,808	0	13,12,510	61,76,050	31,10,345	30,65,705	55402.18	111
02	000	00000	STATE	HIMACHAL PRADESH	Urban	0	0	59	1,70,770	6,88,552	3,71,528	3,17,024	270.82	2,542
02	023	00000	DISTRICT	Chamba	Total	1,110	481	5	1,02,460	5,19,080	2,61,320	2,57,760	6522.00	80
02	023	00000	DISTRICT	Chamba	Rural	1,110	481	0	94,596	4,82,972	2,41,963	2,41,009	6501.26	74
02	023	00000	DISTRICT	Chamba	Urban	0	0	5	7,864	36,108	19,357	16,751	20.74	1,741
02	023	00083	SUB-DISTRICT	Pangi	Total	60	46	0	3,952	18,868	9,579	9,289	1515.46	12
02	023	00083	SUB-DISTRICT	Pangi	Rural	60	46	0	3,952	18,868	9,579	9,289	1515.46	12
02	023	00083	SUB-DISTRICT	Pangi	Urban	0	0	0	0	0	0	0	0.00	0
02	023	00084	SUB-DISTRICT	Chaurah	Total	181	131	0	14,142	78,988	40,152	38,836	1164.89	68
02	023	00084	SUB-DISTRICT	Chaurah	Rural	181	131	0	14,142	78,988	40,152	38,836	1164.89	68
02	023	00084	SUB-DISTRICT	Chaurah	Urban	0	0	0	0	0	0	0	0.00	0
02	023	00085	SUB-DISTRICT	Saluni	Total	132	46	0	8,815	47,939	24,197	23,742	362.02	132
02	023	00085	SUB-DISTRICT	Saluni	Rural	132	46	0	8,815	47,939	24,197	23,742	362.02	132
02	023	00085	SUB-DISTRICT	Saluni	Urban	0	0	0	0	0	0	0	0.00	0
02	023	00086	SUB-DISTRICT	Bhalai	Total	78	2	0	4,774	25,326	12,561	12,765	133.25	190
02	023	00086	SUB-DISTRICT	Bhalai	Rural	78	2	0	4,774	25,326	12,561	12,765	133.25	190
02	023	00086	SUB-DISTRICT	Bhalai	Urban	0	0	0	0	0	0	0	0.00	0
02	023	00087	SUB-DISTRICT	Dalhousie	Total	119	7	2	9,514	46,760	24,339	22,421	159.96	292
02	023	00087	SUB-DISTRICT	Dalhousie	Rural	119	7	0	7,507	36,160	17,968	18,192	148.26	244
02	023	00087	SUB-DISTRICT	Dalhousie	Urban	0	0	2	2,007	10,600	6,371	4,229	11.70	906
02	023	00088	SUB-DISTRICT	Bhattiyat	Total	123	10	2	8,897	42,967	21,550	21,417	248.88	173
02	023	00088	SUB-DISTRICT	Bhattiyat	Rural	123	10	0	7,596	37,392	18,535	18,857	244.17	153
02	023	00088	SUB-DISTRICT	Bhattiyat	Urban	0	0	2	1,301	5,575	3,015	2,560	4.71	1,184
02	023	00089	SUB-DISTRICT	Sihunta	Total	80	17	0	8,297	39,871	19,634	20,237	264.19	151
02	023	00089	SUB-DISTRICT	Sihunta	Rural	80	17	0	8,297	39,871	19,634	20,237	264.19	151
02	023	00089	SUB-DISTRICT	Sihunta	Urban	0	0	0	0	0	0	0	0.00	0
02	023	00090	SUB-DISTRICT	Chamba	Total	241	66	1	35,900	1,79,253	89,199	90,054	1012.28	177
02	023	00090	SUB-DISTRICT	Chamba	Rural	241	66	0	31,344	1,59,320	79,228	80,092	1007.95	158
02	023	00090	SUB-DISTRICT	Chamba	Urban	0	0	1	4,556	19,933	9,971	9,962	4.33	4,603
02	023	00091	SUB-DISTRICT	Holi	Total	46	94	0	3,027	14,094	7,236	6,858	716.07	20
02	023	00091	SUB-DISTRICT	Holi	Rural	46	94	0	3,027	14,094	7,236	6,858	716.07	20
02	023	00091	SUB-DISTRICT	Holi	Urban	0	0	0	0	0	0	0	0.00	0
02	023	00092	SUB-DISTRICT	Brahmaur	Total	50	62	0	5,142	25,014	12,873	12,141	945.01	26
02	023	00092	SUB-DISTRICT	Brahmaur	Rural	50	62	0	5,142	25,014	12,873	12,141	945.01	26
02	023	00092	SUB-DISTRICT	Brahmaur	Urban	0	0	0	0	0	0	0	0.00	0
02	024	00000	DISTRICT	Kangra	Total	3,617	252	9	3,38,887	15,10,075	7,50,591	7,59,484	5739.00	263
02	024	00000	DISTRICT	Kangra	Rural	3,617	252	0	3,18,379	14,23,794	7,05,365	7,18,429	5691.34	250
02	024	00000	DISTRICT	Kangra	Urban	0	0	9	20,508	86,281	45,226	41,055	47.66	1,810
02	024	00093	SUB-DISTRICT	Nurpur	Total	392	27	1	37,267	1,76,525	90,074	86,451	540.42	327
02	024	00093	SUB-DISTRICT	Nurpur	Rural	392	27	0	35,130	1,66,718	84,969	81,749	535.67	311
02	024	00093	SUB-DISTRICT	Nurpur	Urban	0	0	1	2,137	9,807	5,105	4,702	4.75	2,065
02	024	00094	SUB-DISTRICT	Indora	Total	112	4	1	16,720	81,226	42,226	39,000	298.13	272
02	024	00094	SUB-DISTRICT	Indora	Rural	112	4	0	15,716	76,692	39,901	36,791	288.81	266
02	024	00094	SUB-DISTRICT	Indora	Urban	0	0	1	1,004	4,534	2,325	2,209	9.32	486
02	024	00095	SUB-DISTRICT	Fatehpur	Total	223	19	0	13,185	62,041	31,105	30,936	305.99	203
02	024	00095	SUB-DISTRICT	Fatehpur	Rural	223	19	0	13,185	62,041	31,105	30,936	305.99	203
02	024	00095	SUB-DISTRICT	Fatehpur	Urban	0	0	0	0	0	0	0	0.00	0
02	024	00096	SUB-DISTRICT	Jawali	Total	195	18	0	24,532	1,12,746	56,022	56,724	295.64	381
02	024	00096	SUB-DISTRICT	Jawali	Rural	195	18	0	24,532	1,12,746	56,022	56,724	295.64	381
02	024	00096	SUB-DISTRICT	Jawali	Urban	0	0	0	0	0	0	0	0.00	0
02	024	00097	SUB-DISTRICT	Harchakian	Total	60	2	0	3,125	13,841	6,746	7,095	72.19	192
02	024	00097	SUB-DISTRICT	Harchakian	Rural	60	2	0	3,125	13,841	6,746	7,095	72.19	192
02	024	00097	SUB-DISTRICT	Harchakian	Urban	0	0	0	0	0	0	0	0.00	0
02	024	00098	SUB-DISTRICT	Shahpur	Total	152	8	0	15,082	67,758	33,220	34,538	244.61	277
02	024	00098	SUB-DISTRICT	Shahpur	Rural	152	8	0	15,082	67,758	33,220	34,538	244.61	277
02	024	00098	SUB-DISTRICT	Shahpur	Urban	0	0	0	0	0	0	0	0.00	0
02	024	00099	SUB-DISTRICT	Dharmsala	Total	151	13	2	31,328	1,36,536	70,178	66,358	337.67	404
02	024	00099	SUB-DISTRICT	Dharmsala	Rural	151	13	0	20,798	93,744	47,329	46,415	319.20	294
02	024	00099	SUB-DISTRICT	Dharmsala	Urban	0	0	2	10,530	42,792	22,849	19,943	18.47	2,317
02	024	00100	SUB-DISTRICT	Kangra	Total	161	14	1	21,432	97,568	49,194	48,374	180.63	540
02	024	00100	SUB-DISTRICT	Kangra	Rural	161	14	0	19,182	88,040	44,302	43,738	177.51	496
02	024	00100	SUB-DISTRICT	Kangra	Urban	0	0	1	2,250	9,528	4,892	4,636	3.12	3,054
02	024	00101	SUB-DISTRICT	Nagrota Bagwan	Total	157	18	1	17,068	76,899	38,347	38,552	95.02	809
02	024	00101	SUB-DISTRICT	Nagrota Bagwan	Rural	157	18	0	15,658	70,999	35,346	35,653	91.48	776
02	024	00101	SUB-DISTRICT	Nagrota Bagwan	Urban	0	0	1	1,410	5,900	3,001	2,899	3.54	1,667
02	024	00102	SUB-DISTRICT	Baroh	Total	161	8	0	5,725	25,789	12,403	13,386	133.99	192
02	024	00102	SUB-DISTRICT	Baroh	Rural	161	8	0	5,725	25,789	12,403	13,386	133.99	192
02	024	00102	SUB-DISTRICT	Baroh	Urban	0	0	0	0	0	0	0	0.00	0
02	024	00103	SUB-DISTRICT	Dera Gopipur	Total	282	23	1	27,654	1,20,783	58,552	62,231	610.64	198
02	024	00103	SUB-DISTRICT	Dera Gopipur	Rural	282	23	0	26,503	1,15,967	56,094	59,873	607.37	191
02	024	00103	SUB-DISTRICT	Dera Gopipur	Urban	0	0	1	1,151	4,816	2,458	2,358	3.27	1,473
02	024	00104	SUB-DISTRICT	Jawalamukhi	Total	122	12	1	9,740	43,504	21,186	22,318	103.62	420
02	024	00104	SUB-DISTRICT	Jawalamukhi	Rural	122	12	0	8,556	38,143	18,404	19,739	99.10	385
02	024	00104	SUB-DISTRICT	Jawalamukhi	Urban	0	0	1	1,184	5,361	2,782	2,579	4.52	1,186
02	024	00105	SUB-DISTRICT	Jaswan	Total	86	14	0	7,486	32,520	15,907	16,613	181.08	180
02	024	00105	SUB-DISTRICT	Jaswan	Rural	86	14	0	7,486	32,520	15,907	16,613	181.08	180
02	024	00105	SUB-DISTRICT	Jaswan	Urban	0	0	0	0	0	0	0	0.00	0
02	024	00106	SUB-DISTRICT	Rakkar	Total	103	13	0	6,765	29,503	14,451	15,052	114.49	258
02	024	00106	SUB-DISTRICT	Rakkar	Rural	103	13	0	6,765	29,503	14,451	15,052	114.49	258
02	024	00106	SUB-DISTRICT	Rakkar	Urban	0	0	0	0	0	0	0	0.00	0
02	024	00107	SUB-DISTRICT	Khundian	Total	216	13	0	8,268	38,231	18,607	19,624	190.71	200
02	024	00107	SUB-DISTRICT	Khundian	Rural	216	13	0	8,268	38,231	18,607	19,624	190.71	200
02	024	00107	SUB-DISTRICT	Khundian	Urban	0	0	0	0	0	0	0	0.00	0
02	024	00108	SUB-DISTRICT	Thural	Total	84	7	0	4,658	19,287	9,034	10,253	57.68	334
02	024	00108	SUB-DISTRICT	Thural	Rural	84	7	0	4,658	19,287	9,034	10,253	57.68	334
02	024	00108	SUB-DISTRICT	Thural	Urban	0	0	0	0	0	0	0	0.00	0
02	024	00109	SUB-DISTRICT	Dhira	Total	113	2	0	5,298	22,119	10,498	11,621	81.19	272
02	024	00109	SUB-DISTRICT	Dhira	Rural	113	2	0	5,298	22,119	10,498	11,621	81.19	272
02	024	00109	SUB-DISTRICT	Dhira	Urban	0	0	0	0	0	0	0	0.00	0
02	024	00110	SUB-DISTRICT	Jaisinghpur	Total	218	4	0	15,393	61,082	27,938	33,144	191.00	320
02	024	00110	SUB-DISTRICT	Jaisinghpur	Rural	218	4	0	15,393	61,082	27,938	33,144	191.00	320
02	024	00110	SUB-DISTRICT	Jaisinghpur	Urban	0	0	0	0	0	0	0	0.00	0
02	024	00111	SUB-DISTRICT	Palampur	Total	395	14	1	44,501	1,89,276	93,807	95,469	429.29	441
02	024	00111	SUB-DISTRICT	Palampur	Rural	395	14	0	43,659	1,85,733	91,993	93,740	428.62	433
02	024	00111	SUB-DISTRICT	Palampur	Urban	0	0	1	842	3,543	1,814	1,729	0.67	5,288
02	024	00112	SUB-DISTRICT	Baijnath	Total	200	4	0	22,112	95,229	47,175	48,054	296.04	322
02	024	00112	SUB-DISTRICT	Baijnath	Rural	200	4	0	22,112	95,229	47,175	48,054	296.04	322
02	024	00112	SUB-DISTRICT	Baijnath	Urban	0	0	0	0	0	0	0	0.00	0
02	024	00113	SUB-DISTRICT	Multhan	Total	34	15	0	1,548	7,612	3,921	3,691	979.00	8
02	024	00113	SUB-DISTRICT	Multhan	Rural	34	15	0	1,548	7,612	3,921	3,691	979.00	8
02	024	00113	SUB-DISTRICT	Multhan	Urban	0	0	0	0	0	0	0	0.00	0
02	025	00000	DISTRICT	Lahul & Spiti	Total	280	241	0	6,674	31,564	16,588	14,976	13841.00	2
02	025	00000	DISTRICT	Lahul & Spiti	Rural	280	241	0	6,674	31,564	16,588	14,976	13841.00	2
02	025	00000	DISTRICT	Lahul & Spiti	Urban	0	0	0	0	0	0	0	0.00	0
02	025	00114	SUB-DISTRICT	Udaipur	Total	66	84	0	1,869	8,889	4,482	4,407	1798.54	5
02	025	00114	SUB-DISTRICT	Udaipur	Rural	66	84	0	1,869	8,889	4,482	4,407	1798.54	5
02	025	00114	SUB-DISTRICT	Udaipur	Urban	0	0	0	0	0	0	0	0.00	0
02	025	00115	SUB-DISTRICT	Lahul	Total	132	8	0	2,222	10,218	5,415	4,803	4923.78	2
02	025	00115	SUB-DISTRICT	Lahul	Rural	132	8	0	2,222	10,218	5,415	4,803	4923.78	2
02	025	00115	SUB-DISTRICT	Lahul	Urban	0	0	0	0	0	0	0	0.00	0
02	025	00116	SUB-DISTRICT	Spiti	Total	82	149	0	2,583	12,457	6,691	5,766	7118.68	2
02	025	00116	SUB-DISTRICT	Spiti	Rural	82	149	0	2,583	12,457	6,691	5,766	7118.68	2
02	025	00116	SUB-DISTRICT	Spiti	Urban	0	0	0	0	0	0	0	0.00	0
02	026	00000	DISTRICT	Kullu	Total	314	12	5	94,807	4,37,903	2,25,452	2,12,451	5503.00	80
02	026	00000	DISTRICT	Kullu	Rural	314	12	0	84,358	3,96,512	2,03,269	1,93,243	5485.87	72
02	026	00000	DISTRICT	Kullu	Urban	0	0	5	10,449	41,391	22,183	19,208	17.13	2,416
02	026	00117	SUB-DISTRICT	Manali	Total	70	5	1	12,450	51,661	27,710	23,951	751.73	69
02	026	00117	SUB-DISTRICT	Manali	Rural	70	5	0	10,173	43,565	22,993	20,572	748.73	58
02	026	00117	SUB-DISTRICT	Manali	Urban	0	0	1	2,277	8,096	4,717	3,379	3.00	2,699
02	026	00118	SUB-DISTRICT	Kullu	Total	156	7	3	44,056	2,06,716	1,06,128	1,00,588	2809.04	74
02	026	00118	SUB-DISTRICT	Kullu	Rural	156	7	0	36,284	1,74,835	89,410	85,425	2797.14	63
02	026	00118	SUB-DISTRICT	Kullu	Urban	0	0	3	7,772	31,881	16,718	15,163	11.90	2,679
02	026	00119	SUB-DISTRICT	Sainj	Total	14	0	0	5,310	25,908	13,342	12,566	272.02	95
02	026	00119	SUB-DISTRICT	Sainj	Rural	14	0	0	5,310	25,908	13,342	12,566	272.02	95
02	026	00119	SUB-DISTRICT	Sainj	Urban	0	0	0	0	0	0	0	0.00	0
02	026	00120	SUB-DISTRICT	Banjar	Total	31	0	1	8,642	43,612	22,193	21,419	956.64	46
02	026	00120	SUB-DISTRICT	Banjar	Rural	31	0	0	8,242	42,198	21,445	20,753	954.41	44
02	026	00120	SUB-DISTRICT	Banjar	Urban	0	0	1	400	1,414	748	666	2.23	634
02	026	00121	SUB-DISTRICT	Ani	Total	17	0	0	12,292	56,917	29,077	27,840	300.30	190
02	026	00121	SUB-DISTRICT	Ani	Rural	17	0	0	12,292	56,917	29,077	27,840	300.30	190
02	026	00121	SUB-DISTRICT	Ani	Urban	0	0	0	0	0	0	0	0.00	0
02	026	00122	SUB-DISTRICT	Nermand	Total	26	0	0	12,057	53,089	27,002	26,087	413.28	128
02	026	00122	SUB-DISTRICT	Nermand	Rural	26	0	0	12,057	53,089	27,002	26,087	413.28	128
02	026	00122	SUB-DISTRICT	Nermand	Urban	0	0	0	0	0	0	0	0.00	0
02	027	00000	DISTRICT	Mandi	Total	2,850	488	5	2,19,145	9,99,777	4,98,065	5,01,712	3950.00	253
02	027	00000	DISTRICT	Mandi	Rural	2,850	488	0	2,03,747	9,37,140	4,66,050	4,71,090	3922.26	239
02	027	00000	DISTRICT	Mandi	Urban	0	0	5	15,398	62,637	32,015	30,622	27.74	2,258
02	027	00123	SUB-DISTRICT	Padhar	Total	193	39	0	10,432	49,357	24,963	24,394	409.48	121
02	027	00123	SUB-DISTRICT	Padhar	Rural	193	39	0	10,432	49,357	24,963	24,394	409.48	121
02	027	00123	SUB-DISTRICT	Padhar	Urban	0	0	0	0	0	0	0	0.00	0
02	027	00124	SUB-DISTRICT	Jogindarnagar	Total	208	11	1	19,597	84,470	41,245	43,225	277.50	304
02	027	00124	SUB-DISTRICT	Jogindarnagar	Rural	208	11	0	18,324	79,135	38,538	40,597	273.25	290
02	027	00124	SUB-DISTRICT	Jogindarnagar	Urban	0	0	1	1,273	5,335	2,707	2,628	4.25	1,255
02	027	00125	SUB-DISTRICT	Lad Bharol	Total	146	1	0	6,438	25,832	11,649	14,183	84.85	304
02	027	00125	SUB-DISTRICT	Lad Bharol	Rural	146	1	0	6,438	25,832	11,649	14,183	84.85	304
02	027	00125	SUB-DISTRICT	Lad Bharol	Urban	0	0	0	0	0	0	0	0.00	0
02	027	00126	SUB-DISTRICT	Sandhol	Total	57	2	0	4,199	16,925	8,067	8,858	59.42	285
02	027	00126	SUB-DISTRICT	Sandhol	Rural	57	2	0	4,199	16,925	8,067	8,858	59.42	285
02	027	00126	SUB-DISTRICT	Sandhol	Urban	0	0	0	0	0	0	0	0.00	0
02	027	00127	SUB-DISTRICT	Dharmpur	Total	95	4	0	8,292	34,777	16,550	18,227	115.34	302
02	027	00127	SUB-DISTRICT	Dharmpur	Rural	95	4	0	8,292	34,777	16,550	18,227	115.34	302
02	027	00127	SUB-DISTRICT	Dharmpur	Urban	0	0	0	0	0	0	0	0.00	0
02	027	00128	SUB-DISTRICT	Kotli	Total	64	2	0	5,775	25,860	12,464	13,396	89.14	290
02	027	00128	SUB-DISTRICT	Kotli	Rural	64	2	0	5,775	25,860	12,464	13,396	89.14	290
02	027	00128	SUB-DISTRICT	Kotli	Urban	0	0	0	0	0	0	0	0.00	0
02	027	00129	SUB-DISTRICT	Sarkaghat	Total	179	1	1	15,828	64,269	31,222	33,047	146.40	439
02	027	00129	SUB-DISTRICT	Sarkaghat	Rural	179	1	0	14,644	59,554	28,700	30,854	143.45	415
02	027	00129	SUB-DISTRICT	Sarkaghat	Urban	0	0	1	1,184	4,715	2,522	2,193	2.95	1,598
02	027	00130	SUB-DISTRICT	Bhadrota	Total	93	1	0	4,934	21,542	10,705	10,837	88.33	244
02	027	00130	SUB-DISTRICT	Bhadrota	Rural	93	1	0	4,934	21,542	10,705	10,837	88.33	244
02	027	00130	SUB-DISTRICT	Bhadrota	Urban	0	0	0	0	0	0	0	0.00	0
02	027	00131	SUB-DISTRICT	Baldwara	Total	134	5	0	10,107	43,811	21,444	22,367	94.65	463
02	027	00131	SUB-DISTRICT	Baldwara	Rural	134	5	0	10,107	43,811	21,444	22,367	94.65	463
02	027	00131	SUB-DISTRICT	Baldwara	Urban	0	0	0	0	0	0	0	0.00	0
02	027	00132	SUB-DISTRICT	Sundarnagar	Total	160	20	1	24,005	1,11,351	56,437	54,914	244.52	455
02	027	00132	SUB-DISTRICT	Sundarnagar	Rural	160	20	0	18,155	87,007	43,976	43,031	232.21	375
02	027	00132	SUB-DISTRICT	Sundarnagar	Urban	0	0	1	5,850	24,344	12,461	11,883	12.31	1,978
02	027	00133	SUB-DISTRICT	Mandi	Total	368	36	2	47,425	2,16,051	1,08,763	1,07,288	591.27	365
02	027	00133	SUB-DISTRICT	Mandi	Rural	368	36	0	40,334	1,87,808	94,438	93,370	583.04	322
02	027	00133	SUB-DISTRICT	Mandi	Urban	0	0	2	7,091	28,243	14,325	13,918	8.23	3,432
02	027	00134	SUB-DISTRICT	Aut	Total	60	28	0	6,032	30,893	15,641	15,252	150.67	205
02	027	00134	SUB-DISTRICT	Aut	Rural	60	28	0	6,032	30,893	15,641	15,252	150.67	205
